,Brand,Model_Type,Fuel_Type,Transmission,Owner_Type,Location,Age,Kilometers_Driven,Mileage_Converted,Engine,Power,Seats,Price
3240,Hyundai,Hatchback,Petrol,Manual,First,Kochi,2,30711,20.3,998,68.05,5,4.45
3241,Hyundai,Hatchback,Diesel,Manual,First,Kolkata,8,38277,21.9,1396,90.0,5,2.4
3242,Volkswagen,Sedan,Diesel,Manual,Second,Pune,7,115000,20.54,1598,103.6,5,4.33
3243,Maruti,Sedan,Petrol,Automatic,First,Coimbatore,2,46849,18.5,1197,83.14,5,6.93
3244,Hyundai,Hatchback,Diesel,Manual,First,Ahmedabad,5,64000,21.9,1396,90.0,5,4.25
3245,Mercedes-Benz,Sedan,Diesel,Automatic,First,Pune,9,130923,14.21,2143,203.0,5,12.5
3246,Hyundai,Hatchback,Petrol,Manual,First,Chennai,4,15000,18.9,1197,82.0,5,4.9
3247,Hyundai,Hatchback,Diesel,Manual,First,Mumbai,5,32720,23.0,1396,90.0,5,4.5
3248,Renault,Hatchback,Petrol,Manual,First,Jaipur,3,12500,25.17,799,53.3,5,3.0
3249,Hyundai,Sedan,Petrol,Automatic,First,Chennai,4,59800,16.9,1197,82.0,5,5.8
3250,Volkswagen,Sedan,Petrol,Manual,First,Pune,8,54211,15.04,1598,103.6,5,3.33
3251,Chevrolet,Sedan,Diesel,Automatic,First,Kochi,4,62242,14.39,1998,163.7,5,6.62
3252,Nissan,SUV/MUV/MPV,Diesel,Manual,Second,Mumbai,4,54000,19.01,1461,108.5,5,5.75
3253,Hyundai,Sedan,Diesel,Manual,First,Hyderabad,7,65000,22.32,1582,126.32,5,6.2
3254,Maruti,Hatchback,Petrol,Automatic,First,Chennai,4,55000,23.1,998,67.04,5,3.5
3255,Maruti,Hatchback,Petrol,Manual,First,Pune,9,71000,18.9,998,67.1,5,2.0
3256,Hyundai,Hatchback,Diesel,Manual,First,Chennai,7,70000,21.9,1396,88.8,5,4.0
3257,Audi,Sedan,Petrol,Automatic,First,Mumbai,8,53000,12.3,1781,163.2,5,9.5
3258,BMW,SUV/MUV/MPV,Diesel,Automatic,First,Mumbai,6,43000,17.05,1995,184.0,5,17.5
3259,Skoda,Sedan,Petrol,Automatic,First,Mumbai,4,54000,14.3,1598,103.52,5,6.11
3260,Hyundai,Hatchback,Petrol,Manual,First,Ahmedabad,5,51000,20.36,1197,78.9,5,3.75
3261,Mitsubishi,SUV/MUV/MPV,Diesel,Manual,Second,Hyderabad,12,78000,10.5,2835,107.2,6,6.2
3262,Honda,Sedan,Diesel,Manual,First,Mumbai,5,25000,26.0,1498,98.6,5,6.15
3263,Maruti,Hatchback,Petrol,Manual,First,Pune,7,12600,20.92,998,67.1,5,2.4
3264,Maruti,Hatchback,Diesel,Manual,Fourth & Above,Pune,10,80000,17.8,1248,75.0,5,2.15
3265,Hyundai,Hatchback,Petrol,Manual,First,Kolkata,3,21000,18.9,1197,82.0,5,3.75
3266,Ford,Hatchback,Petrol,Manual,Second,Mumbai,8,32000,15.6,1196,70.0,5,2.15
3267,Hyundai,Hatchback,Petrol,Manual,First,Bangalore,4,50000,18.9,1197,81.86,5,4.75
3268,Maruti,Sedan,Petrol,Manual,First,Mumbai,9,47500,15.5,1586,103.3,5,2.45
3269,Honda,Sedan,Petrol,Manual,First,Mumbai,2,7500,17.4,1497,117.3,5,11.15
3270,Renault,SUV/MUV/MPV,Diesel,Automatic,First,Jaipur,3,68163,19.6,1461,108.45,5,8.9
3271,Honda,Sedan,Diesel,Manual,First,Ahmedabad,5,61000,25.8,1498,98.6,5,4.35
3272,Toyota,SUV/MUV/MPV,Diesel,Manual,Second,Jaipur,4,100000,12.99,2494,100.6,7,12.0
3273,BMW,Sedan,Diesel,Automatic,Second,Mumbai,10,61500,16.07,1995,181.0,5,8.5
3274,Hyundai,Hatchback,Petrol,Manual,First,Kochi,2,42883,19.81,1086,68.05,5,4.27
3275,Renault,SUV/MUV/MPV,Diesel,Manual,Second,Jaipur,7,97000,20.45,1461,83.8,5,4.25
3276,Mitsubishi,SUV/MUV/MPV,Petrol,Automatic,First,Bangalore,9,39525,11.3,2360,170.0,5,9.25
3277,Maruti,SUV/MUV/MPV,Diesel,Manual,First,Kochi,2,35384,24.3,1248,88.5,5,8.61
3278,Mercedes-Benz,Hatchback,Diesel,Automatic,First,Hyderabad,9,46000,11.8,2987,261.0,7,28.0
3279,Ford,SUV/MUV/MPV,Diesel,Manual,First,Coimbatore,1,32189,23.0,1498,98.96,5,9.25
3280,Hyundai,Sedan,Diesel,Automatic,First,Chennai,3,27000,19.08,1582,126.2,5,8.6
3281,Volkswagen,Hatchback,Petrol,Manual,First,Coimbatore,1,22734,16.47,1198,74.0,5,7.53
3282,Renault,SUV/MUV/MPV,Diesel,Manual,First,Mumbai,5,58002,19.64,1461,108.45,5,5.75
3283,Honda,Hatchback,Petrol,Automatic,First,Chennai,7,31500,16.5,1198,86.8,5,4.15
3284,Ford,Hatchback,Petrol,Manual,First,Coimbatore,2,30933,18.16,1196,86.8,5,5.84
3285,Audi,Sedan,Diesel,Automatic,First,Kolkata,7,27090,18.53,1968,187.74,5,16.5
3286,BMW,SUV/MUV/MPV,Diesel,Automatic,First,Mumbai,4,29500,15.97,2993,258.0,7,43.0
3287,Hyundai,Hatchback,Petrol,Manual,First,Pune,6,45000,20.36,1197,78.9,5,3.55
3288,Hyundai,Hatchback,Petrol,Manual,First,Hyderabad,1,11691,18.6,1197,81.83,5,8.9
3289,Skoda,Sedan,Diesel,Manual,Second,Hyderabad,13,121000,16.4,1896,90.0,5,2.5
3290,Hyundai,Sedan,Diesel,Manual,First,Hyderabad,9,118077,16.2,1493,110.0,5,3.85
3291,Hyundai,Sedan,Petrol,Automatic,Third,Chennai,7,36300,17.1,1591,121.4,5,7.5
3292,Hyundai,Hatchback,Petrol,Manual,Second,Mumbai,14,90000,15.3,1341,61.0,5,1.8
3293,Ford,Hatchback,Diesel,Manual,First,Chennai,9,78000,20.0,1399,68.0,5,2.25
3294,Audi,Sedan,Diesel,Automatic,First,Mumbai,4,42000,17.68,1968,174.33,5,24.25
3295,Volkswagen,Hatchback,Petrol,Manual,First,Mumbai,4,27000,16.47,1198,74.0,5,4.35
3296,BMW,SUV/MUV/MPV,Diesel,Automatic,First,Kolkata,7,22000,17.05,1995,184.0,5,11.5
3297,Honda,Sedan,Petrol,Manual,First,Kolkata,5,49000,17.4,1497,117.3,5,4.75
3298,Hyundai,Hatchback,Diesel,Manual,First,Hyderabad,7,42600,23.0,1396,90.0,5,4.99
3299,Honda,Hatchback,Petrol,Automatic,First,Coimbatore,1,12794,19.0,1199,88.7,5,9.15
3300,Honda,SUV/MUV/MPV,Petrol,Automatic,First,Hyderabad,5,88046,10.1,2354,152.0,5,13.99
3301,Mercedes-Benz,Hatchback,Diesel,Automatic,Second,Bangalore,5,8000,20.0,2143,107.3,5,19.75
3302,Mahindra,SUV/MUV/MPV,Diesel,Automatic,First,Coimbatore,1,82739,16.0,2179,140.0,7,16.77
3303,Mahindra,SUV/MUV/MPV,Diesel,Manual,Third,Bangalore,13,193000,13.6,2523,63.0,7,2.5
3304,Renault,Sedan,Petrol,Automatic,First,Mumbai,6,7000,17.97,1498,99.6,5,3.65
3305,Land,SUV/MUV/MPV,Diesel,Automatic,Second,Ahmedabad,7,60000,12.35,2179,187.74,5,23.5
3306,Maruti,Hatchback,Petrol,Manual,First,Pune,2,38000,22.74,796,47.3,5,3.11
3307,Toyota,Sedan,Petrol,Manual,First,Kochi,6,56344,17.6,1496,88.73,5,4.57
3308,Hyundai,Hatchback,Petrol,Manual,First,Mumbai,5,17858,17.0,1197,80.0,5,5.32
3309,Hyundai,Hatchback,Petrol,Manual,First,Hyderabad,7,53000,20.36,1197,78.9,5,3.2
3310,Maruti,Hatchback,Diesel,Manual,First,Kochi,3,67906,25.2,1248,74.0,5,5.63
3311,Hyundai,Hatchback,Petrol,Manual,First,Hyderabad,4,19000,21.1,814,55.2,5,3.0
3312,BMW,Sedan,Diesel,Automatic,Second,Mumbai,9,67000,22.69,1995,190.0,5,9.25
3313,Tata,Sedan,Diesel,Manual,First,Delhi,8,80000,23.57,1396,70.0,5,1.2
3314,Maruti,Hatchback,Petrol,Manual,First,Delhi,4,61000,22.74,796,47.3,5,2.15
3315,Volkswagen,Hatchback,Diesel,Manual,First,Pune,9,39000,22.07,1199,73.9,5,3.05
3316,Toyota,Sedan,Petrol,Automatic,First,Ahmedabad,5,59000,14.28,1798,138.03,5,11.5
3317,Hyundai,Hatchback,Petrol,Manual,First,Hyderabad,11,80931,17.92,1086,62.1,5,2.3
3318,Maruti,Hatchback,Petrol,Manual,First,Kolkata,3,34000,20.4,1197,81.8,5,4.95
3319,Renault,Sedan,Diesel,Manual,First,Hyderabad,6,130000,21.64,1461,84.8,5,4.75
3320,Maruti,SUV/MUV/MPV,Diesel,Manual,First,Coimbatore,1,52380,24.3,1248,88.5,5,10.15
3321,Nissan,Hatchback,Petrol,Manual,First,Kolkata,8,44000,18.06,1198,75.0,5,2.65
3322,Ford,Hatchback,Diesel,Manual,First,Hyderabad,4,84000,20.0,1399,68.05,5,3.8
3323,Honda,SUV/MUV/MPV,Petrol,Automatic,First,Kochi,2,41697,13.1,1997,141.1,5,16.68
3324,Nissan,SUV/MUV/MPV,Diesel,Manual,First,Pune,5,163000,19.01,1461,108.5,5,5.0
3325,Toyota,Hatchback,Petrol,Manual,Second,Chennai,8,42000,17.71,1197,78.9,5,3.75
3326,Hyundai,Hatchback,Diesel,Manual,Third,Jaipur,6,129000,21.27,1396,88.76,5,4.11
3327,Ford,Sedan,Petrol,Manual,Second,Chennai,4,32200,18.16,1196,86.8,5,4.25
3328,Mitsubishi,SUV/MUV/MPV,Diesel,Manual,First,Mumbai,15,129000,10.5,2835,107.2,6,3.45
3329,Audi,Sedan,Diesel,Automatic,First,Bangalore,5,40000,17.11,1968,174.33,5,22.5
3330,Toyota,SUV/MUV/MPV,Petrol,Manual,First,Delhi,13,150000,12.4,1998,132.0,8,4.5
3331,Chevrolet,Sedan,Petrol,Manual,First,Jaipur,12,140000,15.26,1150,74.9,5,0.9
3332,Hyundai,Hatchback,Petrol,Manual,First,Hyderabad,13,63181,15.3,1341,83.0,5,1.85
3333,Honda,Sedan,Diesel,Manual,First,Kolkata,6,39575,25.8,1498,98.6,5,3.25
3334,Ford,SUV/MUV/MPV,Diesel,Manual,First,Coimbatore,5,70374,22.7,1498,89.84,5,7.34
3335,Volkswagen,Hatchback,Diesel,Manual,First,Kolkata,4,26256,20.14,1498,88.5,5,4.25
3336,Hyundai,Hatchback,Petrol,Manual,First,Delhi,3,13460,18.6,1197,81.86,5,6.45
3337,Toyota,SUV/MUV/MPV,Diesel,Manual,Second,Chennai,8,122000,12.8,2494,102.0,8,10.75
3338,Mercedes-Benz,SUV/MUV/MPV,Diesel,Automatic,First,Kolkata,4,58589,15.26,2143,203.2,5,27.75
3339,Maruti,Hatchback,Petrol,Manual,Second,Jaipur,14,115000,17.3,1061,64.0,5,0.99
3340,Ford,SUV/MUV/MPV,Diesel,Automatic,First,Pune,3,75000,12.62,2198,158.0,7,24.0
3341,Hyundai,Hatchback,Petrol,Manual,First,Jaipur,3,30292,18.6,1197,81.86,5,6.1
3342,Honda,Hatchback,Petrol,Manual,First,Ahmedabad,2,32248,17.5,1199,88.7,5,8.25
3343,Volkswagen,Hatchback,Petrol,Manual,First,Bangalore,6,74000,16.47,1198,73.9,5,4.65
3344,Honda,SUV/MUV/MPV,Petrol,Manual,First,Mumbai,5,56100,13.7,1997,153.86,5,9.75
3345,Hyundai,Hatchback,Petrol,Manual,First,Bangalore,5,61325,18.9,1197,81.86,5,4.4
3346,Maruti,Sedan,Petrol,Manual,First,Kolkata,5,33000,19.1,1197,85.8,5,3.99
3347,BMW,Sedan,Diesel,Automatic,First,Coimbatore,3,18090,16.2,2993,258.0,5,45.73
3348,Ford,SUV/MUV/MPV,Diesel,Manual,First,Kochi,5,71390,22.7,1498,89.84,5,5.27
3349,Maruti,Hatchback,CNG,Manual,First,Mumbai,5,41000,18.71,998,58.2,5,3.5
3350,Honda,Sedan,Diesel,Manual,First,Ahmedabad,3,67000,26.0,1498,98.6,5,7.25
3351,Tata,Sedan,Diesel,Manual,Second,Chennai,11,99000,17.0,1405,70.0,5,1.6
3352,Renault,SUV/MUV/MPV,Diesel,Manual,Second,Pune,5,142000,19.01,1461,108.45,5,6.0
3353,Hyundai,Hatchback,Petrol,Manual,First,Chennai,9,26966,20.36,1197,78.9,5,3.0
3354,Honda,Hatchback,Petrol,Manual,First,Mumbai,4,27628,18.7,1199,88.7,5,4.95
3355,Maruti,SUV/MUV/MPV,Diesel,Manual,First,Hyderabad,3,82497,23.65,1248,88.5,5,8.99
3356,Honda,Sedan,Petrol,Manual,Third,Mumbai,12,86000,11.9,2354,144.0,5,1.85
3357,Volkswagen,Hatchback,Petrol,Manual,First,Coimbatore,3,26981,16.47,1198,73.9,5,6.16
3358,Maruti,Hatchback,Diesel,Manual,First,Hyderabad,9,110471,21.1,1248,73.9,5,3.5
3359,Honda,Sedan,Petrol,Manual,First,Jaipur,5,69000,19.5,1199,88.76,5,4.5
3360,Hyundai,Hatchback,Petrol,Manual,First,Hyderabad,2,12000,18.6,1197,81.83,5,7.75
3361,Renault,SUV/MUV/MPV,Diesel,Manual,First,Hyderabad,5,77500,20.45,1461,83.8,5,6.6
3362,Hyundai,Hatchback,Petrol,Manual,First,Kochi,5,48031,18.9,1197,82.0,5,4.98
3363,BMW,Sedan,Diesel,Automatic,Third,Chennai,11,170000,16.07,1995,181.0,5,9.75
3364,Ford,SUV/MUV/MPV,Diesel,Manual,First,Mumbai,5,69565,22.7,1498,89.84,5,5.55
3365,Volkswagen,Sedan,Diesel,Automatic,First,Hyderabad,3,45492,21.5,1498,108.5,5,10.3
3366,Honda,Sedan,Petrol,Automatic,Second,Chennai,8,85000,11.7,2354,177.6,5,7.5
3367,Chevrolet,Sedan,Petrol,Manual,First,Hyderabad,11,55902,14.49,1399,92.7,5,1.8
3368,Volkswagen,Hatchback,Petrol,Manual,First,Hyderabad,2,18500,16.2,1199,74.0,5,6.25
3369,Mahindra,SUV/MUV/MPV,Diesel,Manual,Second,Hyderabad,4,129750,14.95,2489,93.7,7,6.8
3370,Hyundai,Hatchback,Petrol,Automatic,First,Hyderabad,10,50902,19.2,1197,80.0,5,3.0
3371,Mahindra,SUV/MUV/MPV,Diesel,Manual,First,Coimbatore,4,84725,15.1,2179,140.0,7,11.6
3372,Hyundai,Sedan,Diesel,Manual,Second,Mumbai,6,40000,22.7,1582,126.24,5,6.95
3373,Volkswagen,Sedan,Petrol,Manual,Third,Mumbai,9,60000,14.3,1798,160.0,5,3.5
3374,Hyundai,Hatchback,Petrol,Manual,First,Coimbatore,5,33496,18.9,1197,81.86,5,5.5
3375,Hyundai,Hatchback,Petrol,Manual,First,Mumbai,4,25000,18.6,1197,81.83,5,5.65
3376,Chevrolet,SUV/MUV/MPV,Diesel,Manual,First,Ahmedabad,6,71000,18.2,1248,73.8,8,3.25
3377,Skoda,Sedan,Petrol,Automatic,First,Coimbatore,4,20826,14.3,1598,103.6,5,7.72
3378,Hyundai,SUV/MUV/MPV,Diesel,Manual,First,Pune,3,42244,19.67,1582,126.2,5,12.0
3379,Chevrolet,Hatchback,Diesel,Manual,First,Jaipur,6,98598,25.44,936,57.6,5,1.55
3380,Toyota,SUV/MUV/MPV,Diesel,Manual,First,Delhi,8,62100,11.5,2982,171.0,7,10.75
3381,Hyundai,Hatchback,Petrol,Manual,First,Coimbatore,3,44238,18.6,1197,81.83,5,6.72
3382,Audi,SUV/MUV/MPV,Diesel,Automatic,First,Coimbatore,7,91743,12.07,2967,241.4,7,28.55
3383,Porsche,Sedan,Diesel,Automatic,Second,Bangalore,6,19828,17.85,2967,300.0,4,75.0
3384,Honda,Sedan,Petrol,Manual,First,Hyderabad,3,36891,17.8,1497,117.3,5,10.49
3385,Mahindra,SUV/MUV/MPV,Diesel,Manual,First,Hyderabad,7,90049,17.21,1493,100.0,7,3.8
3386,Audi,Sedan,Diesel,Automatic,First,Ahmedabad,7,74002,16.55,1968,140.0,5,18.5
3387,Hyundai,Sedan,Petrol,Automatic,First,Kolkata,6,41000,12.37,2359,198.25,5,6.0
3388,Hyundai,Sedan,Diesel,Manual,First,Hyderabad,7,83678,22.32,1582,126.32,5,5.5
3389,Maruti,Hatchback,Petrol,Manual,First,Pune,9,91000,18.9,998,67.1,5,2.3
3390,Maruti,SUV/MUV/MPV,Diesel,Manual,First,Jaipur,3,50000,24.52,1248,88.5,7,8.7
3391,Hyundai,Sedan,Diesel,Manual,First,Delhi,4,58000,24.4,1120,71.01,5,4.95
3392,Maruti,Hatchback,Diesel,Manual,First,Jaipur,7,80000,22.9,1248,74.0,5,4.25
3393,Mahindra,SUV/MUV/MPV,Diesel,Manual,Second,Kochi,2,41290,16.0,2179,140.0,7,10.94
3394,BMW,Sedan,Diesel,Automatic,First,Delhi,6,65000,22.48,1995,190.0,5,21.26
3395,Toyota,Sedan,Petrol,Manual,Second,Bangalore,3,16471,14.28,1798,138.03,5,11.5
3396,Hyundai,Hatchback,Diesel,Manual,Second,Pune,4,54339,22.54,1396,88.73,5,6.0
3397,Mahindra,SUV/MUV/MPV,Petrol,Manual,First,Hyderabad,3,24025,18.15,1198,82.0,6,4.1
3398,Maruti,Hatchback,Petrol,Manual,First,Kolkata,6,24027,24.7,796,47.3,5,2.01
3399,Fiat,Hatchback,Petrol,Manual,First,Hyderabad,9,59270,15.7,1172,67.0,5,2.6
3400,Maruti,Hatchback,Petrol,Manual,First,Kolkata,7,40000,18.9,998,67.1,5,2.35
3401,Mitsubishi,SUV/MUV/MPV,Diesel,Manual,Second,Bangalore,7,155566,9.5,2835,118.6,6,9.15
3402,Honda,Hatchback,Petrol,Manual,First,Chennai,6,42320,19.4,1198,86.8,5,2.9
3403,Hyundai,Hatchback,Diesel,Manual,Second,Coimbatore,2,24153,22.54,1396,88.73,5,9.18
3404,Hyundai,SUV/MUV/MPV,Petrol,Automatic,First,Mumbai,3,27000,13.0,1591,121.3,5,11.45
3405,Maruti,Hatchback,CNG,Manual,Second,Hyderabad,7,92000,19.16,796,38.4,5,2.1
3406,Honda,Sedan,Petrol,Manual,First,Kochi,2,61795,17.8,1198,86.7,5,5.53
3407,Mahindra,SUV/MUV/MPV,Petrol,Manual,First,Chennai,3,13500,18.15,1198,82.0,6,3.75
3408,Honda,Sedan,Petrol,Automatic,First,Pune,1,4500,18.0,1497,117.3,5,12.5
3409,Mahindra,SUV/MUV/MPV,Diesel,Automatic,First,Mumbai,2,23000,16.0,2179,140.0,7,15.5
3410,Mercedes-Benz,Sedan,Diesel,Automatic,Second,Mumbai,6,80578,14.84,2143,170.0,5,14.5
3411,Renault,SUV/MUV/MPV,Diesel,Automatic,First,Coimbatore,2,42646,19.6,1461,108.45,5,12.46
3412,Volkswagen,Hatchback,Petrol,Manual,Second,Bangalore,5,30000,16.47,1198,74.0,5,5.25
3413,Mercedes-Benz,Sedan,Diesel,Automatic,Second,Bangalore,10,98000,13.5,2987,282.0,5,25.0
3414,Jaguar,Sedan,Diesel,Automatic,First,Hyderabad,7,50000,12.9,2993,271.23,4,45.0
3415,Maruti,Hatchback,Diesel,Manual,First,Jaipur,4,63310,28.4,1248,74.0,5,5.1
3416,Honda,Sedan,Diesel,Manual,First,Delhi,5,66000,25.8,1498,98.6,5,3.5
3417,BMW,Sedan,Diesel,Automatic,Second,Ahmedabad,8,74000,16.07,1995,181.0,5,12.5
3418,Hyundai,Sedan,Diesel,Manual,First,Hyderabad,7,93000,23.5,1396,88.7,5,5.55
3419,Toyota,SUV/MUV/MPV,Diesel,Automatic,First,Delhi,4,70000,11.5,2982,169.0,7,19.48
3420,Maruti,Hatchback,Petrol,Manual,First,Ahmedabad,7,48772,18.6,1197,85.8,5,3.91
3421,Chevrolet,Hatchback,Petrol,Manual,First,Chennai,9,66000,18.6,1199,79.4,5,2.19
3422,Hyundai,Hatchback,Petrol,Automatic,First,Coimbatore,2,27417,18.9,1197,82.0,5,6.89
3423,Ford,Hatchback,Petrol,Manual,Second,Coimbatore,8,51593,15.6,1196,70.0,5,3.47
3424,Maruti,Hatchback,Petrol,Manual,First,Pune,9,75000,16.1,1298,88.2,5,2.85
3425,Audi,Sedan,Diesel,Automatic,First,Coimbatore,3,39237,17.11,1968,174.33,5,25.64
3426,Honda,Sedan,Petrol,Manual,First,Kochi,1,11966,16.8,1497,116.3,5,10.28
3427,Honda,Hatchback,Petrol,Manual,First,Hyderabad,4,37000,18.2,1199,88.7,5,6.3
3428,Volkswagen,Hatchback,Diesel,Manual,First,Chennai,5,70920,20.14,1498,88.8,5,4.75
3429,Nissan,SUV/MUV/MPV,Diesel,Manual,First,Hyderabad,6,65280,19.87,1461,83.14,5,5.8
3430,Land,SUV/MUV/MPV,Diesel,Automatic,First,Hyderabad,3,62000,12.51,2179,187.7,7,44.5
3431,Hyundai,Hatchback,Petrol,Manual,First,Kochi,5,44525,18.5,1197,82.9,5,4.65
3432,Honda,Sedan,Petrol,Manual,First,Jaipur,10,86863,17.0,1497,118.0,5,3.6
3433,Mahindra,SUV/MUV/MPV,Diesel,Manual,First,Hyderabad,4,102626,16.0,2179,140.0,7,12.25
3434,Jeep,SUV/MUV/MPV,Diesel,Manual,First,Jaipur,2,45000,16.3,1956,170.0,5,20.0
3435,Mahindra,SUV/MUV/MPV,Diesel,Manual,First,Jaipur,2,22000,16.0,2179,140.0,7,16.0
3436,Mahindra,SUV/MUV/MPV,Diesel,Automatic,Second,Coimbatore,8,108905,11.79,2179,120.0,8,6.21
3437,Datsun,SUV/MUV/MPV,Petrol,Manual,First,Kolkata,3,12800,19.44,1198,67.0,7,3.25
3438,Mahindra,SUV/MUV/MPV,Diesel,Manual,First,Kolkata,3,32000,15.4,2179,120.0,7,9.75
3439,Honda,Sedan,Petrol,Automatic,First,Mumbai,5,39000,15.5,1198,86.7,5,4.45
3440,Honda,Sedan,Diesel,Manual,First,Pune,2,42000,25.6,1498,98.6,5,12.0
3441,Tata,Sedan,Petrol,Manual,First,Chennai,11,73000,14.4,1396,65.0,5,0.8
3442,Hyundai,Hatchback,Diesel,Manual,First,Chennai,1,48000,24.0,1186,73.97,5,5.95
3443,Maruti,Hatchback,CNG,Manual,First,Pune,4,18000,23.89,796,40.3,4,3.0
3444,Hyundai,Sedan,Petrol,Manual,First,Kolkata,5,19000,17.43,1396,105.5,5,5.25
3445,Toyota,SUV/MUV/MPV,Diesel,Manual,First,Coimbatore,0,33598,13.68,2393,147.8,7,22.2
3446,BMW,SUV/MUV/MPV,Diesel,Automatic,First,Jaipur,7,63000,17.05,1995,184.0,5,13.5
3447,Volkswagen,Sedan,Diesel,Automatic,First,Chennai,4,48000,16.96,1968,138.03,5,13.5
3448,Ford,Hatchback,Diesel,Manual,First,Delhi,5,66000,20.0,1399,68.05,5,3.47
3449,Mahindra,SUV/MUV/MPV,Diesel,Automatic,Second,Ahmedabad,6,80000,11.18,2696,184.0,7,9.5
3450,Volkswagen,Sedan,Petrol,Manual,First,Chennai,8,37000,15.04,1598,103.6,5,4.8
3451,Skoda,Sedan,Petrol,Manual,First,Kochi,3,35058,15.0,1598,103.52,5,6.54
3452,Volkswagen,Hatchback,Petrol,Manual,First,Delhi,7,52000,16.47,1198,73.9,5,3.1
3453,Maruti,SUV/MUV/MPV,Diesel,Manual,First,Hyderabad,4,61313,23.65,1248,88.5,5,7.99
3454,Toyota,Sedan,Petrol,Manual,Second,Kolkata,10,45000,14.53,1798,138.1,5,3.3
3455,Maruti,SUV/MUV/MPV,Diesel,Manual,First,Bangalore,4,74000,20.77,1248,88.8,7,8.75
3456,Hyundai,Hatchback,Petrol,Automatic,First,Hyderabad,6,89000,19.2,1197,80.0,5,4.19
3457,Mercedes-Benz,Sedan,Diesel,Automatic,First,Kochi,0,13414,17.9,2143,136.0,5,30.77
3458,Honda,Sedan,Petrol,Manual,Second,Jaipur,13,95000,16.9,1497,100.0,5,2.11
3459,Mahindra,Hatchback,Petrol,Manual,First,Jaipur,1,15900,18.15,1198,82.0,6,6.25
3460,Toyota,SUV/MUV/MPV,Diesel,Manual,First,Delhi,8,151000,11.5,2982,171.0,7,11.4
3461,Honda,Sedan,Petrol,Manual,First,Bangalore,8,65000,17.0,1497,118.0,5,5.2
3462,Audi,Sedan,Diesel,Automatic,First,Coimbatore,2,36824,18.53,1968,187.74,5,39.84
3463,Ford,Hatchback,Diesel,Manual,First,Coimbatore,6,65287,20.0,1399,68.05,5,4.45
3464,Mercedes-Benz,SUV/MUV/MPV,Diesel,Automatic,First,Kolkata,5,52000,17.9,2143,136.0,5,19.5
3465,Chevrolet,Sedan,Petrol,Manual,First,Hyderabad,12,33000,15.26,1150,74.9,5,1.75
3466,Ford,Hatchback,Diesel,Manual,First,Hyderabad,3,71000,25.83,1498,99.0,5,5.1
3467,Hyundai,Sedan,Diesel,Automatic,First,Delhi,6,71000,22.7,1582,126.2,5,6.8
3468,Maruti,Hatchback,Petrol,Automatic,First,Kolkata,3,20000,21.4,1197,83.1,5,5.74
3469,Maruti,Hatchback,Petrol,Manual,First,Hyderabad,9,71000,16.1,1197,85.0,5,3.3
3470,Mercedes-Benz,Sedan,Diesel,Automatic,First,Hyderabad,9,29000,9.9,3498,271.72,4,32.0
3471,BMW,Sedan,Diesel,Automatic,First,Ahmedabad,3,27000,21.76,1995,190.0,5,35.0
3472,Maruti,Sedan,Diesel,Automatic,First,Chennai,2,19000,28.4,1248,73.75,5,8.9
3473,Hyundai,Sedan,Petrol,Manual,Second,Mumbai,8,58000,17.01,1591,121.3,5,4.0
3474,Jeep,SUV/MUV/MPV,Diesel,Manual,First,Kochi,1,42203,17.1,1956,170.0,5,19.46
3475,Hyundai,Sedan,Diesel,Automatic,First,Hyderabad,10,94000,11.4,1991,142.0,5,5.25
3476,Maruti,SUV/MUV/MPV,CNG,Manual,Second,Delhi,6,52000,10.79,1196,73.0,5,2.6
3477,Tata,SUV/MUV/MPV,Diesel,Manual,First,Kolkata,1,4900,21.5,1497,108.5,5,9.22
3478,Hyundai,Hatchback,Petrol,Manual,First,Jaipur,6,70000,21.1,814,55.2,5,1.8
3479,BMW,Sedan,Diesel,Automatic,First,Kochi,4,65266,14.69,2993,258.0,5,31.75
3480,Maruti,SUV/MUV/MPV,Diesel,Manual,First,Delhi,5,54569,20.77,1248,88.76,7,5.99
3481,Honda,Sedan,Petrol,Manual,First,Kochi,4,51361,18.0,1198,86.7,5,4.94
3482,Ford,Sedan,Petrol,Manual,Third,Jaipur,12,125000,16.6,1388,68.0,5,1.5
3483,Honda,Sedan,Petrol,Manual,Third,Bangalore,11,66000,13.5,1799,130.0,5,3.25
3484,Maruti,Hatchback,LPG,Manual,First,Hyderabad,12,65047,9.11,1061,57.5,5,1.95
3485,Maruti,SUV/MUV/MPV,Diesel,Manual,First,Delhi,5,22281,20.77,1248,88.8,7,6.5
3486,Hyundai,Hatchback,Diesel,Manual,First,Delhi,6,63210,24.0,1120,70.0,5,3.71
3487,Hyundai,Sedan,Petrol,Manual,First,Pune,1,31000,20.14,1197,81.86,5,5.0
3488,Hyundai,Hatchback,Petrol,Manual,First,Ahmedabad,11,60000,19.81,1086,68.05,5,1.99
3489,Honda,Sedan,Petrol,Manual,First,Mumbai,2,32006,18.0,1198,86.7,5,4.25
3490,Audi,Sedan,Diesel,Automatic,First,Ahmedabad,10,78000,12.4,2698,179.5,5,8.0
3491,Hyundai,Hatchback,Petrol,Manual,First,Mumbai,8,9489,20.36,1197,78.9,5,2.95
3492,Renault,Hatchback,Petrol,Manual,First,Pune,1,5000,25.17,799,53.3,5,3.5
